name,score,coordinates
武当山,100.89766813848395,"111.09410858154,32.499250478192"
辽宁,100.05192668653324,"123.42900085449,41.835399627686"
天水,99.54536275908205,"105.72499847412,34.580898284912"
东莞,98.78803863735216,"113.75199890137,23.020500183105"
京都,98.30291082371052,"135.7680294,35.0116363"
珠海,97.82682268223051,"113.577003479,22.270700454712"
春日,96.53804274364784,"120.68900299072,22.385200500488"
沙巴,95.9990293390793,"116.79699707031,5.4204001426697"
吉首,95.6444835604334,"109.69799804688,28.262399673462"
惠州,95.01395763792705,"114.41600036621,23.111799240112"
平江,94.4340122889854,"113.58100128174,28.701900482178"
山海关,93.40934297356756,"119.7837677002,39.987014770508"
意大利,93.20866226623131,"12.4365234375,42.980539547516"
遵义,92.88212005808866,"106.92700195312,27.725700378418"
乔家大院,92.55164459523752,"112.33499908447,37.358299255371"
宜昌,92.21129896552478,"111.28600311279,30.691999435425"
西递,91.33385019076485,"117.97283172607,29.892179489136"
日照,91.18139174824984,"119.52700042725,35.416400909424"
皖南,90.58564807119095,"118.32942962646,29.870939254761"
林芝,90.11074591274964,"94.361503601074,29.649099349976"
长寿,89.86249776385576,"107.08100128174,29.857999801636"
泉州,89.82652671543072,"118.67500305176,24.874700546265"
佛山,89.05239580402166,"113.12100219727,23.021499633789"
文成,88.06627818432257,"120.09100341797,27.787000656128"
金沙,87.85400575066326,"28.040199279785,43.281200408936"
五台山,87.5223387398323,"113.67504119873,39.028118133545"
吴哥窟,87.46227403658968,"103.86195659637,13.437709413814"
曲阜,86.66596457519216,"116.98699951172,35.581100463867"
山口,86.20823800648368,"131.4737269,34.178496"
滨海,86.06258759856394,"117.20099639893,39.084201812744"
千岛湖,85.96289915244617,"118.97298431396,29.6022605896"
磁器口,85.38784056426441,"106.44999694824,29.580600738525"
柳州,85.23833421949853,"109.41600036621,24.325500488281"
八宝,85.08036656223328,"105.43064117432,23.741354702939"
罗马,84.61332744631669,"12.571166992188,41.923782348633"
临江,84.59181105069499,"126.91799926758,41.812000274658"
宜兴,83.93026563464511,"119.82299804688,31.340700149536"
天柱山,83.61439245634288,"116.47937011719,30.723686218262"
巴黎,83.38752433592781,"2.3423297405243,48.856643676758"
新安江,82.72417640450539,"118.62167358398,29.857406616211"
秦岭,82.6240185846559,"106.04070281982,34.242936220091"
丹东,82.33745593333747,"124.35500335693,40.000499725342"
周庄,81.62119062454437,"120.85452270508,31.125032424927"
漓江,81.52164336871616,"110.30659675598,25.288240478765"
龙泉,81.00069498266835,"119.14099884033,28.074600219727"
嵩山,80.62740564300668,"113.04244232178,34.521938323975"
横店,80.3033064064513,"120.31293487549,29.143981933594"
云台山,79.66199485741198,"113.32435607911,35.421173987375"
衢州,79.54934119457003,"118.85900115967,28.970100402832"
白玉,77.85138107572354,"98.824203491211,31.209899902344"
兰州,77.4973861758658,"103.83399963379,36.061298370361"
纳木错,77.31408002432407,"90.671691894531,30.755533218384"
汶川,76.5653891627703,"103.58999633789,31.476800918579"
三星,76.46465339638794,"121.66300201416,24.674499511719"
安康,76.42574631409056,"109.02899932861,32.684700012207"
桃园,76.14634576074911,"121.31099700928,24.988899230957"
永安,75.66164593152772,"117.36499786377,25.941900253296"
顺德,75.62905288104294,"113.29299926758,22.805200576782"
石门,75.09468597539065,"111.37999725342,29.584299087524"
王家大院,74.33400605917093,"111.77799987793,36.847801208496"
涠洲岛,74.01291913995989,"109.11721801757,21.042593806877"
普吉岛,73.83700644979602,"98.363899230957,7.9810500144959"
西双版纳,73.7555377182684,"100.797996521,22.007400512695"
平湖,73.64661172243876,"121.01599884033,30.675800323486"
石潭,73.34472230680117,"117.9969329834,29.63595199585"
塔林,73.11118081454848,"24.75359916687,59.437000274658"
威尼斯,72.88335972036097,"12.323349952697,45.436755630748"
信阳,72.09065492407152,"114.09100341797,32.146999359131"
子洲,71.84181647845314,"110.03500366211,37.610698699951"
箱根,71.36966028957573,"139.1069375,35.2323553"
天柱,70.96208541475677,"109.20800018311,26.909799575806"
南浔,70.32938978817425,"120.40605163574,30.853755950928"
平山,69.98787242435954,"113.97899627686,38.265800476074"
密云,69.94990501345369,"116.84300231934,40.376300811768"
沙拉,68.516486537625,"14.267807006836,36.050486851382"
江山,68.48468829476516,"118.62699890137,28.737199783325"
永宁,68.18377096070566,"106.25299835205,38.277400970459"
郭亮,68.01886840393607,"113.59024047852,35.733402252197"
怀柔,67.94404923010646,"116.63200378418,40.316600799561"
拉萨,67.87768469820503,"91.140899658203,29.645599365234"
安吉,67.67503856611785,"119.68000030518,30.638299942017"
阳高,67.32059445726387,"113.75399780273,40.366199493408"
霞浦,67.02896296215472,"120.0059967041,26.885200500488"
新疆,66.77594658350425,"87.627799987793,43.792999267578"
登封,66.68185750445265,"113.05000305176,34.453701019287"
贵阳,66.53342628610655,"106.62999725342,26.647399902344"
千山,66.20722357119325,"122.94355773925,41.066395405483"
文昌,66.15875431502269,"110.797996521,19.543399810791"
天长,66.13958412475863,"119.00399780273,32.689399719238"
台北,65.92434100975666,"121.56411743164,25.037609913774"
色达,65.58949698969388,"100.33300018311,32.268100738525"
紫金,65.58922374383172,"115.18199920654,23.638399124146"
荆州,65.44659830304893,"112.23999786377,30.335199356079"
新都桥,65.42825141209744,"101.48694610596,30.115463256836"
利川,65.35532275946186,"108.93599700928,30.291000366211"
铜锣,64.66910347979697,"120.79329681397,24.448924854216"
曲水,63.73323943882337,"90.743896484375,29.353099822998"
黟县,63.311951553555524,"117.93800354004,29.924800872803"
兴义,62.70228606861682,"104.89499664307,25.092100143433"
汉阴,62.54029472984035,"108.50900268555,32.893001556396"
秦皇岛,62.30674677260765,"119.59999847412,39.935398101807"
天台,62.29797950862665,"121.00700378418,29.144100189209"
咸阳,61.30435963373827,"108.70899963379,34.329601287842"
绵山,60.7863035661491,"112.01889065625,36.895359"
内蒙古,60.66195594135761,"111.76599884033,40.817501068115"
金山,60.65004295999322,"121.61699676514,25.236600875854"
鞍山,60.60694908897553,"122.99500274658,41.108501434326"
江北,60.555354864936675,"106.55200195312,29.562999725342"
甘肃,60.38995968201296,"103.82599639893,36.059398651123"
青州,59.95069620766481,"118.48000335693,36.684501647949"
延吉,59.529725829538066,"129.51400756836,42.907001495361"
雅安,59.44212938964739,"103.01300048828,29.980499267578"
银川,59.198484177195226,"106.23100280762,38.487201690674"
清东陵,59.016527463769684,"117.63893885189,40.185913594482"
釜山,58.925674412304055,"129.07600402832,35.179599761963"
慈城,58.310915503111666,"121.44665527344,29.989925384521"
腾冲,58.24982863760853,"98.48999786377,25.020599365234"
都安,57.97187856797525,"108.10500335693,23.932699203491"
怀化,57.611333552400254,"109.99800109863,27.555000305176"
花溪,57.582325692289295,"106.6694594,26.4627305"
台儿庄,57.501169354901116,"117.73097991943,34.554683685303"
青城山,57.166669808921434,"103.24224090576,30.927225112915"
菲律宾,57.01409251868525,"122.59643554688,12.40438894467"
青松,56.34039811888413,"129.06158447266,36.331005096436"
浦江,56.01943203956857,"119.89199829102,29.452499389648"
南靖,55.56645025744513,"117.3570022583,24.514699935913"
岳麓山,55.55821011000985,"112.93627929688,28.183740615845"
康定,55.455844684821116,"101.95700073242,29.998399734497"
龙脊梯田,55.40346189680627,"110.09429168701,25.741052627563"
东海,55.23797127997521,"125.88134765625,30.429729575032"
非洲,55.17036366499299,"14.0625,14.604847155054"
武功山,53.95941932987983,"114.173419,27.455073"
锦州,53.93874437513032,"121.12699890137,41.095100402832"
缅甸,53.91899201870661,"96.383056640625,21.166483858207"
新乡,53.879936685359624,"113.92700195312,35.303001403809"
白城,53.0145457309888,"122.83899688721,45.619598388672"
汕头,52.78228310450035,"116.68199920654,23.353300094604"
西昌,52.72679400738923,"102.26399993896,27.894500732422"
雁荡山,52.453276377929896,"121.04306793213,28.363924026489"
图们,52.24318964005084,"129.84399414062,42.967998504639"
南屏,52.07172120486456,"117.90381622314,29.900356292725"
象山,51.64448000152057,"121.8690032959,29.476699829102"
海口,51.35209362736826,"110.32900238037,20.030799865723"
芜湖,51.32174707914406,"118.43299865723,31.352899551392"
马来西亚,50.99624294926962,"101.953125,3.7107820043487"
汉堡,50.923528190523776,"9.9936800003052,53.55110168457"
三清山,50.89318494668089,"118.06247234344,28.900293287583"
正阳,50.35500736517482,"114.3929977417,32.605899810791"
束河,50.27094456384945,"100.20874786377,26.917596817017"
歙县,50.152854604292365,"118.41500091553,29.860300064087"
赤壁,50.132958590914285,"113.90100097656,29.724700927734"
镇远,50.12741078308153,"108.43000030518,27.049100875854"
湖西,49.978694529809744,"119.66699981689,23.583299636841"
马尼拉,49.42706491915517,"120.98400115967,14.599499702454"
蓝田,49.276763345869334,"109.32299804688,34.151298522949"
玉门,49.139618433082774,"97.045501708984,40.291801452637"
白沙,49.092514723661424,"109.45099639893,19.224899291992"
临潼,49.03495408048096,"109.21399688721,34.367298126221"
徐州,48.86765659091528,"117.28399658203,34.2047996521"
建水,48.63954474634584,"102.827003479,23.634700775146"
荷兰,48.32627385488586,"5.2912697792053,52.132598876953"
潍坊,48.21525824915472,"119.16200256348,36.706798553467"
丹巴,47.91107207347101,"101.88999938965,30.87859916687"
玉龙雪山,47.71196271928842,"100.25676727295,27.098330314881"
太行山,47.541964563326424,"112.94011688232,37.657101480028"
方城,47.45170230168785,"113.01300048828,33.25479888916"
蔚县,47.43542956258828,"114.58899688721,39.840801239014"
马山,47.166927027850114,"108.17700195312,23.708200454712"
紫阳,46.6087739641022,"108.53399658203,32.520198822021"
山南,46.35388262529065,"91.773101806641,29.237100601196"
前童,46.08791004031443,"121.34725952148,29.228343963623"
高崎,45.926633396388596,"139.0032936,36.3219088"
尤溪,45.768712810106834,"118.19000244141,26.1702003479"
塔川,45.631799926230926,"117.93183135986,29.956443786621"
北斗,44.62247111462607,"120.53392791748,23.869520340665"
石台,44.62124412448705,"117.48600006104,30.210399627686"
库布齐沙漠,44.600027719255735,"108.57255554199,40.375847801466"
浑源,44.41836006883764,"113.69000244141,39.699001312256"
萧山,44.36649311483318,"120.26399993896,30.182699203491"
安庆,44.32713456960736,"117.05699920654,30.524900436401"
贡嘎,44.181439933385256,"101.87656402588,29.594505890725"
黄龙,44.11096265229509,"104.02573394775,32.673946380615"
嘉兴,43.91301992344699,"120.75900268555,30.753900527954"
黄岛,43.617862401305246,"120.19976806641,35.954998016357"
龙游,43.57494248436252,"119.17199707031,29.028299331665"
焦作,43.41224463506587,"113.24199676514,35.215900421143"
双流,43.28249020644332,"103.92400360107,30.574199676514"
安阳,43.251696670578525,"114.3929977417,36.097599029541"
川西,42.68921177460764,"100.5029296875,29.869228363037"
崂山,42.28814412515744,"120.60125827789,36.13260645842"
大阪,41.91217410208081,"135.5021651,34.6937378"
小金,41.84417409307357,"102.36399841309,30.999000549316"
大通,41.3942627479612,"117,32.625499725342"
西江,41.38304679400653,"108.18428039551,26.48034286499"
海螺沟,41.32243996949122,"102.04718218789,29.566116369283"
樟木,40.993688837050364,"85.983253479004,27.987321853638"
上饶,40.934563719512454,"117.94300079346,28.454900741577"
岘港,40.92661770135701,"108.21499633789,16.051599502563"
肇庆,40.87560036382247,"112.46499633789,23.047199249268"
桐乡,40.651106753792526,"120.56500244141,30.630100250244"
古县,40.00331304689294,"111.91999816895,36.266899108887"
白银,39.90542171599945,"104.13800048828,36.544799804688"
代县,39.576548762700476,"112.95999908447,39.066898345947"
兰卡威,39.02099055091399,"99.800003051758,6.3499999046326"
威海,38.96907577014295,"122.12000274658,37.51309967041"
和龙,38.807986219756174,"129.00999450684,42.546699523926"
潮州,38.78340678220818,"116.62300109863,23.656900405884"
蒲江,38.711801444367474,"103.5059967041,30.196800231934"
番禺,38.611927396971296,"113.38400268555,22.93630027771"
仁川,38.55065733369211,"126.70500183105,37.456298828125"
东戴河,38.47932300774804,"119.8962020874,40.006450653076"
三门,38.32803307582951,"121.39600372314,29.103700637817"
珲春,38.30597907997365,"130.36599731445,42.862800598145"
烟台,38.08456153310911,"121.44799804688,37.463798522949"
景洪,37.95133357911335,"100.77200317383,22.000099182129"
会安,37.77117974958314,"108.33799743652,15.880100250244"
嘉善,37.6770451256476,"120.92600250244,30.830900192261"
南宁,37.54022441096927,"108.36599731445,22.817199707031"
黔东南,37.5013202079888,"107.98300170898,26.583499908447"
关西,37.368825670033495,"135.50216674805,34.693737030029"
来安,37.17943470703574,"118.43599700928,32.452201843262"
江宁,37.13672280468364,"118.83999633789,31.952899932861"
瑞士,36.91902793664226,"8.15185546875,46.724800374667"
三江,36.71667038556638,"109.60800170898,25.783199310303"
南怡岛,36.558826876799664,"127.52590942383,37.791530609131"
水城,36.248265326933456,"104.95800018311,26.547899246216"
社旗,36.19897371197885,"112.94799804688,33.056098937988"
武隆,36.18727255971775,"107.76000213623,29.325500488281"
石城,36.12665439027256,"118.20894241333,28.797524051657"
承德,36.04479895794924,"117.96199798584,40.9541015625"
麻阳,35.91142048619734,"109.80300140381,27.86549949646"
吉林市,35.85560882566661,"126.55000305176,43.837898254395"
共和,35.80116725275907,"100.62000274658,36.284099578857"
晋中,35.63758086179753,"112.75299835205,37.687000274658"
蓬莱,35.61222933860872,"120.75900268555,37.810699462891"
元谋,35.273226182500856,"101.875,25.704299926758"
喜洲,35.179976398990604,"100.13069915771,25.850337982178"
松江,35.076766815578196,"121.22799682617,31.032199859619"
武陵源,34.969162597338986,"110.52550125122,29.338966439685"
奈良,34.90784358099513,"135.8050002,34.6850869"
浪卡子,34.698862064679076,"90.398002624512,28.968000411987"
徽杭古道,34.59578479257986,"118.62679122481,30.074540994695"
镇江,34.58362632300042,"119.42600250244,32.187801361084"
楠溪江,34.47096679842005,"120.78059387207,28.461982727051"
丹麦,34.427267967465866,"9.95361328125,55.491303628204"
蓟县,34.38274741674797,"117.40799713135,40.0458984375"
元阳,34.043185338856816,"102.83499908447,23.219900131226"
常熟,33.86362230095573,"120.75299835205,31.653600692749"
土耳其,33.727482329915254,"35.243301391602,38.96369934082"
石柱,33.60917097278151,"108.11399841309,29.999300003052"
常州,33.582809879482355,"119.97399902344,31.81010055542"
松潘,33.39262283606091,"103.60500335693,32.655300140381"
坎布拉,33.37079508661325,"101.74826812744,36.115337371826"
青岩古镇,33.279044599160535,"106.68699645996,26.318000793457"
定州,33.25925287688801,"114.98999786377,38.516201019287"
延庆,33.215677770577784,"115.97499847412,40.456699371338"
洞里萨湖,32.88612439932955,"104.08283996582,12.883862495422"
梵净山,32.879334197862306,"108.6452293396,27.91067452039"
四姑娘山,32.62709744703421,"102.77680206299,31.047704696655"
富士山,32.57648483438038,"138.73713684082,35.357217535157"
南通,32.16735206181498,"120.89399719238,31.980199813843"
兴隆,32.16118059348645,"117.50099945068,40.417400360107"
高台,32.05419608394434,"99.819297790527,39.377700805664"
临海,32.01710813991137,"121.14499664307,28.858499526978"
毕棚沟,31.579033252719928,"102.98613739014,31.407257080078"
凌云,31.567080155740193,"106.56099700928,24.34760093689"
阿坝,31.54707471292217,"102.22499847412,31.89940071106"
咸丰,31.540407330900425,"109.13999938965,29.665199279785"
云水谣古镇,31.448620190684277,"117.0950012207,24.656824111938"
光泽,31.41106146914825,"117.33399963379,27.541000366211"
延安,31.398112119112948,"109.48999786377,36.585498809814"
长岛,31.373646497864474,"120.73699951172,37.921398162842"
临汾,31.261198077645997,"111.51899719238,36.08810043335"
岳阳,31.226840602951594,"113.12899780273,29.357099533081"
衡阳,31.21689820937746,"112.57199859619,26.893199920654"
比萨,31.172832752773086,"10.667998313904,43.503093719482"
阳春,30.99946583401629,"111.79199981689,22.170400619507"
始兴,30.979657718078904,"126.7784576416,37.397994995117"
金门,30.883134128021307,"118.37976837158,24.4499337352"
瑶里,30.66949186032134,"117.56448364258,29.515619277954"
怀远,30.654920208253134,"117.20500183105,32.970001220703"
贵德,30.51351524548307,"101.43299865723,36.040100097656"
金华,30.34092155646843,"119.64700317383,29.079099655151"
尼泊尔,30.091013943719314,"84.3310546875,27.955591004643"
玉环,30.040536028730504,"121.2320022583,28.135900497437"
郴州,30.00281554017324,"113.01499938965,25.770500183105"
芭提雅,30.002726315398373,"100.88978659922,12.918784888965"
唐古拉山,29.93871373663907,"92.458955078125,28.463752469501"
五指山,29.850986521259586,"109.6372833252,18.869791030884"
于都,29.80023456690271,"115.41600036621,25.952100753784"
安昌,29.772550165212987,"120.49759674072,30.136520385742"
李家山,29.713123187676672,"111.21836090088,37.931537628174"
广元,29.65524288251117,"105.84300231934,32.435398101807"
北海道,29.59352407250175,"141.34700012207,43.064601898193"
溪口,29.560001252539077,"119.2756729126,28.362127304077"
济州岛,29.426372731820045,"126.49800109863,33.488998413086"
延边,29.4124136413922,"129.50900268555,42.891300201416"
枸杞岛,29.34518075364555,"122.76921844482,30.710597991943"
聊城,29.299727918017016,"115.98500061035,36.456699371338"
家朋,29.271303197532593,"118.8168182373,30.236717224121"
庆和,29.190104886011845,"108.90299987793,12.223400115967"
黄石,29.163461299967953,"115.03900146484,30.199699401855"
淡水,29.15198398895991,"121.46083831787,25.191104888916"
巍山,29.080551212044217,"100.30699920654,25.227199554443"
棠樾,29.06644700282585,"118.37300872803,29.867950439453"
乐亭,29.05152409600495,"118.91300201416,39.425598144531"
叶县,29.050676633034005,"113.35800170898,33.627101898193"
冲绳,29.002450916745104,"127.6809317,26.2124013"
晋城,28.967382743483345,"112.85199737549,35.490699768066"
普陀山,28.883947853426953,"122.3925447464,30.000026863339"
临安,28.79159895073072,"119.72499847412,30.23390007019"
卢村,28.628783451448978,"117.98076629639,30.006288528442"
福鼎,28.556938885506035,"120.21700286865,27.324499130249"
邯郸,28.542984063592574,"114.53900146484,36.625598907471"
萨瓦,28.490122967015715,"6.445481300354,45.477638244629"
涪陵,28.413526177663414,"107.38899993896,29.703100204468"
晋江,28.385546100203136,"118.55200195312,24.781700134277"
芽庄,28.360713126011163,"109.18849010902,12.253977297243"
若尔盖,28.338186981207574,"102.96199798584,33.575901031494"
佛罗伦萨,28.16263305542049,"11.292210578918,43.818508148193"
盐城,28.13475718550357,"120.17342042612,33.517650097436"
