name,score,coordinates
奉贤,28.104120991527914,"121.47399902344,31.230400085449"
运城,27.959803318256732,"111.00800323486,35.026401519775"
斯里兰卡,27.930737811772513,"80.694580078125,7.5912179709428"
都匀,27.925212632142113,"107.51899719238,26.259399414062"
三明,27.851395598346734,"117.63899993896,26.263399124146"
芙蓉镇,27.74295165368975,"109.94499969482,28.74458694458"
来凤,27.732823491635745,"109.40799713135,29.493499755859"
方山,27.677802459569058,"111.2440032959,37.894599914551"
汾河,27.647470610788652,"112.53333690643,37.853071341863"
里拉,27.613383883599127,"23.13330078125,42.13330078125"
杨柳青,27.235405637472077,"117.20099639893,39.084201812744"
旅顺,27.062263952202482,"121.2620010376,38.851699829102"
张家口,27.026630354522876,"114.88800048828,40.824401855469"
永定,26.941153286757235,"116.7320022583,24.724000930786"
尼斯,26.918000355907914,"7.2655901908875,43.695999145508"
龙岩,26.88905593664665,"117.0179977417,25.075099945068"
东至,26.84209011523011,"117.02799987793,30.111200332642"
庄河,26.830578391490334,"122.96700286865,39.681198120117"
铁门关,26.823967828247728,"85.496505615234,41.826744833759"
长滩岛,26.80925995176272,"121.92551422119,11.970750808716"
湖州,26.809126712805856,"120.08699798584,30.894300460815"
福冈,26.778337295737693,"130.418297,33.6065756"
凯里,26.743914809211944,"107.98100280762,26.566900253296"
丽水,26.725164101386852,"119.922996521,28.467599868774"
望江,26.692545247920734,"116.69400024414,30.124399185181"
下关,26.501905141402407,"130.941459,33.9578307"
宁武,26.40661519718345,"112.30500030518,39.001499176025"
上杭,26.400985024139985,"116.41999816895,25.049499511719"
里加,26.38118502184216,"24.104157,56.94781"
台州,26.34943615392417,"121.42099761963,28.656400680542"
清康,26.254602778563523,"101.75199890137,17.833400726318"
独山,26.20252028174791,"107.54499816895,25.822099685669"
仙台,26.14111002300241,"140.8693558,38.268215"
自贡,25.953676881900748,"104.77799987793,29.339000701904"
光复,25.859112868835503,"121.422996521,23.635099411011"
五峰,25.791660343734932,"110.67500305176,30.199699401855"
韶关,25.71979933173726,"113.59799957275,24.810400009155"
华欣,25.528657766760865,"99.713564816626,12.530237276931"
应县,25.49060789442193,"113.19100189209,39.55419921875"
爨底下,25.48119597073104,"115.64404010772,39.997224819111"
布袋,25.45815927354581,"120.16999816895,23.362800598145"
三水,25.431982528382697,"112.89700317383,23.155899047852"
爱琴海,25.40318838379879,"25.14572265625,38.984935703055"
永和,25.388056981377424,"110.63200378418,36.759498596191"
休宁,25.35364081224489,"118.19899749756,29.789100646973"
蛟河,25.32231178673985,"127.34400177002,43.723701477051"
华蓥,25.305446784319933,"106.78299713135,30.390399932861"
开平,25.24213105769785,"112.69899749756,22.376499176025"
全州,25.195120312166328,"127.14800262451,35.824199676514"
海城,25.04458498062875,"122.68499755859,40.882400512695"
碛口,25.029394705491168,"110.81076812744,37.637722015381"
舞阳,24.887290566029648,"113.60900115967,33.437900543213"
开罗,24.887146060617283,"31.216800689697,30.329200744629"
广安,24.880689379238923,"106.63300323486,30.45599937439"
武威,24.708760813522574,"102.63800048828,37.928298950195"
绩溪,24.693804543808803,"118.57900238037,30.067499160767"
澄江,24.661126419877284,"102.90799713135,24.673700332642"
呼和浩特,24.573484084842555,"111.74900054932,40.842300415039"
郧西,24.389250317431692,"110.42600250244,32.993198394775"
巴里,24.36467445625269,"16.752000808716,40.931762695312"
遵化,24.287826744398227,"117.96600341797,40.18920135498"
沙县,24.169173969389853,"117.79199981689,26.397300720215"
大新,24.05075711876032,"107.20099639893,22.829299926758"
北欧,23.897372486635877,"15.6755078125,62.749638763282"
台东,23.771254959194394,"121.0758895874,22.802423446085"
五台,23.660796280506286,"113.25499725342,38.728298187256"
民和,23.52601808341291,"102.83100128174,36.320499420166"
奥林匹亚,23.51824928843853,"23.722354888916,40.481384277344"
柳江,23.474787669039817,"109.32599639893,24.254600524902"
长白,23.18649362204127,"128.20100402832,41.420101165771"
洱源,23.13276311678214,"99.951103210449,26.111200332642"
大渡河,23.067197750095566,"102.184009552,30.037742946534"
十堰,23.04183499163461,"110.797996521,32.629398345947"
安顺,23.01756385994888,"105.94799804688,26.253099441528"
襄阳,22.84231853927287,"112.12200164795,32.00899887085"
攀枝花,22.82533482592643,"101.71900177002,26.582300186157"
天镇,22.692831081506327,"114.09100341797,40.420398712158"
藁城,22.675786799717145,"114.84700012207,38.021701812744"
元通,22.654831363390546,"103.62658691406,30.732044219971"
素可泰,22.629326855696217,"99.826400756836,17.005599975586"
常德,22.57521125926202,"111.69799804688,29.031700134277"
从化,22.56934473278006,"113.58599853516,23.548400878906"
固安,22.46416863794712,"116.29900360107,39.438201904297"
南郑,22.462582765511932,"106.93599700928,32.999298095703"
勉县,22.250360165725933,"106.672996521,33.153499603271"
景泰,22.056126795512537,"104.06300354004,37.183799743652"
虎跳峡,22.025090498159123,"100.07041931152,27.160486221313"
大武,21.936338385668503,"120.90000152588,22.36669921875"
巢湖,21.916789833620047,"117.86199951172,31.598600387573"
清远,21.907982296446143,"113.05599975586,23.681800842285"
昌黎,21.868367227702336,"119.16300201416,39.712799072266"
宿雾,21.854678543462075,"123.88543701172,10.315699577332"
马鞍山,21.831641967403456,"118.50700378418,31.670499801636"
利川市,21.81975671482523,"127.48571014404,37.162490844727"
兰考,21.81375108226688,"114.82099914551,34.822200775146"
长白山,21.72428179226181,"128.06340789795,42.012274717141"
吉隆坡,21.644616172090803,"101.68699645996,3.1389999389648"
北碧,21.639418414651473,"99.53279876709,14.022800445557"
雅鲁藏布江,21.601851901091667,"92.179412841797,29.25989491896"
垦丁,21.594179453192854,"120.78732299805,21.960859298706"
映秀,21.56148176503889,"103.49075317382,31.058518170193"
龙州,21.482147791308797,"106.85399627686,22.342800140381"
义乌,21.460622221973495,"120.07499694824,29.306800842285"
塞班岛,21.419244694328206,"145.75393676758,15.189156532288"
须弥山,21.342898436314524,"105.99025726318,36.277130126953"
胶州,21.312514131057366,"120.03299713135,36.264701843262"
宁海,21.258308852329268,"121.42900085449,29.287900924683"
嵊泗,21.221389411450705,"122.33631134033,30.711044311523"
永嘉,21.198497795210454,"120.69200134277,28.153400421143"
天山,21.06943853522844,"88.109399108887,43.904728930548"
潜口,21.06012476581724,"118.33955383301,29.874803543091"
秀山,21.044907825087822,"109.00700378418,28.447999954224"
巴东,21.020300051364256,"110.34100341797,31.04229927063"
赤峰,20.87556420211857,"118.8870010376,42.257801055908"
后里,20.83988018670856,"120.68656921386,24.155535056525"
崇明岛,20.70818556592948,"121.71299743652,31.590099334717"
金川,20.6778377165045,"102.06400299072,31.476299285889"
卡拉,20.63376461923643,"0.87078320980072,9.5897560119629"
灯塔,20.52490582887306,"123.33899688721,41.426399230957"
息烽,20.485330850780265,"106.73999786377,27.09049987793"
大湖,20.297813014019415,"120.87268829346,24.398113109037"
鱼台,20.27366363216213,"116.65100097656,35.012699127197"
杭锦旗,20.267816370477988,"108.73600006104,39.833301544189"
太白山,20.26553269462579,"107.78240203857,33.99717335584"
准格尔旗,20.253661035601688,"111.23999786377,39.864101409912"
潜山,20.221380087850143,"116.58100128174,30.631099700928"
陕北,20.1966679808457,"109.16915893555,37.168972015381"
祁连,20.1890017501668,"100.25299835205,38.177101135254"
龙胜,20.179880772012513,"110.01100158691,25.797899246216"
洋县,20.168708148974172,"107.54599761963,33.22269821167"
九州,20.141812604102252,"130.52291870117,32.164573669434"
福清,20.116049034226478,"119.38400268555,25.720199584961"
介休,20.04872481735465,"111.91699981689,37.026901245117"
栖霞,19.99935136485473,"120.84999847412,37.335098266602"
多伦,19.97798054770334,"116.48600006104,42.203601837158"
六安,19.92514178197327,"116.52200317383,31.733699798584"
门头沟,19.781224548635866,"116.10199737549,39.940299987793"
漳州,19.776184721457373,"117.64700317383,24.512899398804"
泸定,19.748208043440975,"102.23500061035,29.914199829102"
泰州,19.667090368485926,"119.922996521,32.455799102783"
金寨,19.65307844765986,"115.93399810791,31.727199554443"
和静,19.467059008213354,"86.384101867676,42.323600769043"
厄尔,19.40902118654297,"12.057425498962,47.518974304199"
门源,19.38313287340917,"101.62200164795,37.376098632812"
札幌,19.377188376012846,"141.3543763,43.0620958"
木渎,19.367028625453273,"120.52033233643,31.25963973999"
乐业,19.339607885431878,"106.55699920654,24.77680015564"
白洋淀,19.29885314144248,"115.98581695556,38.940793949649"
白水,19.288446619864107,"109.59100341797,35.177501678467"
鸭绿江,19.18267432220713,"124.4047164917,40.120090380253"
大埔,19.11158236106681,"116.69499969482,24.347799301147"
九台,19.069642039307325,"125.83999633789,44.151699066162"
晋州,19.05677966092897,"115.04399871826,38.033699035645"
赤水,19.050655801501872,"105.87964630127,28.51068423147"
勐仑,19.03602761808311,"101.24862670898,21.934447096503"
温州,19.032922982145546,"120.69899749756,27.994300842285"
株洲,18.969739635406054,"113.13400268555,27.827600479126"
云龙,18.95549688409604,"99.371002197266,25.88570022583"
黑山,18.920217340560733,"19.302978515625,42.916206438174"
仙居,18.91353186823468,"120.72899627686,28.846900939941"
北安,18.780851315534328,"126.4820022583,48.239101409912"
新北,18.7562118685144,"121.46114349365,25.026498494376"
琼海,18.720624399063468,"110.39976865806,19.209557373543"
滕州,18.614795609513518,"117.16400146484,35.083999633789"
大分,18.55349660387881,"131.609272,33.2395578"
溧阳,18.475418215896173,"119.48400115967,31.416900634766"
石泉,18.454782166044584,"108.24800109863,33.038398742676"
兰达岛,18.439384668024765,"99.071681499481,7.6075527230175"
济源,18.427114323002385,"112.60199737549,35.067199707031"
天全,18.37696063030621,"102.75800323486,30.066699981689"
嵊山,18.34661315946654,"122.81500244141,30.716999053955"
湄公河,18.235892960458873,"106.00784423828,12.610734580626"
新郑,18.207340512043807,"113.74099731445,34.395599365234"
卢克索,18.135564277540762,"32.639598846436,25.687200546265"
师宗,17.999066384052032,"103.98999786377,24.828500747681"
普安,17.99883858795939,"104.95300292969,25.784099578857"
雅典,17.988737040405635,"23.858499526978,38.045799255371"
北部湾,17.970415380889932,"108.00257873535,18.89342880249"
张掖,17.959206718583022,"100.44999694824,38.925598144531"
甘孜,17.928591634654477,"101.96199798584,30.049499511719"
任丘,17.922979236758195,"116.09999847412,38.711799621582"
昆山,17.827481793012424,"120.98100280762,31.384899139404"
南阳,17.825521531976182,"112.52799987793,32.990600585938"
和政,17.635976213126014,"103.3509979248,35.424598693848"
清道,17.591857420695213,"128.80047607422,35.627250671387"
民乐,17.55011584463597,"100.81300354004,38.430599212646"
澜沧江,17.546994139770206,"100.77814690521,22.045931605998"
洛克,17.513200218663954,"121.9993057251,12.275181770325"
阿布辛贝,17.508281589137034,"31.630325317383,22.366586469246"
漳县,17.501764053092113,"104.47200012207,34.848598480225"
台江,17.496662587755456,"108.32299804688,26.667499542236"
中东,17.361110914644165,"46.1735546875,35.683970085908"
蒲城,17.353525416884846,"109.58699798584,34.955898284912"
汤山,17.350285862143696,"119.05799865723,32.057498931885"
盐田,17.170773476440758,"114.23699951172,22.556900024414"
偃师,17.151936483416062,"112.79000091553,34.727199554443"
丝绸之路,17.12056268316247,"108.90747070312,34.41597366333"
世宗,17.091123011427776,"127.2515566748,36.568540929344"
陵水,17.081353433237837,"110.03800201416,18.506000518799"
昌平,17.077007099007,"116.23100280762,40.220699310303"
林边,17.01053221624656,"120.51699829102,22.433300018311"
华阴,16.999999999993324,"110.09200286865,34.566101074219"
海西,16.99659453851626,"97.36979675293,37.377101898193"
云顶,16.99050345808767,"101.79270935059,3.4238922595978"
靖边,16.987298368988366,"108.79399871826,37.59939956665"
阿斯旺,16.957743461070603,"32.808399200439,23.085500717163"
沧州,16.945533285572342,"116.83899688721,38.304500579834"
正安,16.939153090530027,"107.44400024414,28.549999237061"
金塔,16.92215824313865,"98.905601501465,39.9827003479"
兰西,16.906517500534846,"126.28800201416,46.25239944458"
大社,16.9023554417714,"120.36100006104,22.737699508667"
博鳌,16.877188586235242,"110.57081604004,19.150640487671"
泰宁,16.867729618158105,"117.17600250244,26.900299072266"
莆田,16.86548229871909,"119.00800323486,25.454099655151"
相生,16.850475707702046,"134.4680664,34.8036006"
开阳,16.768815900951267,"106.96499633789,27.058000564575"
柯桥,16.760337713111372,"120.49500274658,30.082000732422"
临沂,16.624999959524125,"118.35600280762,35.104698181152"
舟山,16.620312867401548,"122.1734123615,30.055727226262"
天目山,16.59707946363525,"119.43098424934,30.327033786758"
亚庇,16.586585696218222,"116.11599731445,5.9764699935913"
薄荷岛,16.568248938824745,"124.24199676514,9.79660987854"
头城,16.550941801148618,"121.86781311035,24.944670699558"
惠山古镇,16.549934133693043,"120.27496459961,31.58310866527"
盘锦,16.49994338055582,"122.07099914551,41.119998931885"
甘泉县,16.450218263520846,"109.3509979248,36.276500701904"
里永,16.42031248878248,"2.8951201438904,45.976619720459"
巴中,16.373301465461463,"106.74700164795,31.867900848389"
成安,16.348287956603095,"114.69000244141,36.442600250244"
商南,16.277056662557307,"110.88200378418,33.53099822998"
连城,16.261434624646547,"116.75499725342,25.709999084473"
顺义,16.258735193906904,"116.6549987793,40.130199432373"
黑龙江,16.223068849974915,"126.66200256348,45.742298126221"
甘南,16.212651695942654,"102.91100311279,34.983299255371"
栾川,16.162137474414706,"111.61599731445,33.785701751709"
哈根,16.074396207970842,"7.4975557327271,51.348045349121"
沙湾,16.06947615711293,"85.619400024414,44.326400756836"
奉化,16.04498486099428,"121.40699768066,29.655099868774"
鲁山,16.02446713676541,"112.90799713135,33.738498687744"
衡水,16.016396329166277,"115.66999816895,37.738899230957"
加平,15.99652534385502,"127.45597839355,37.770198822021"
盖州,15.980781266695256,"122.34899902344,40.400501251221"
望城,15.971197587333979,"112.81800079346,28.361000061035"
彭州,15.955692771492537,"103.95800018311,30.990100860596"
北角,15.890632522611785,"25.782453536987,71.168563842773"
虎门,15.851093940269456,"113.66400146484,22.815099716187"
鹿泉,15.746801815692045,"114.31400299072,38.085899353027"
营口,15.716069479105938,"122.23500061035,40.666999816895"
新安,15.64424180514524,"112.13200378418,34.728401184082"
内江,15.63043669944825,"105.05799865723,29.580200195312"
通山,15.618149567058685,"114.48300170898,29.605400085449"
邻水,15.607842170654685,"106.93000030518,30.334800720215"
鄱阳湖,15.605863252605033,"116.37379455566,29.040128197834"
湛江,15.573570568411615,"110.35900115967,21.270700454712"
池州,15.566794766518026,"117.49199676514,30.664800643921"
涿州,15.528790381520507,"115.97399902344,39.485298156738"
渭南,15.503707452572048,"109.51000213623,34.5"
绵阳,15.494131972744059,"104.67900085449,31.467399597168"
无锡灵山,15.425977845235614,"120.08528900146,31.408948898315"
黄陂,15.412891934284694,"114.37599945068,30.88159942627"
张北,15.383707892554662,"114.7200012207,41.158599853516"
理县,15.348524313704756,"103.16699981689,31.436500549316"
花莲,15.275277292678528,"121.60118865967,23.980440249534"
新平,15.229835610933025,"101.98999786377,24.070100784302"
抱犊寨,15.214362693749356,"114.28413391113,38.082828521729"
莫斯卡,15.19470730914055,"101.73139953613,31.281461715698"
达拉特旗,15.189917385602614,"110.03299713135,40.400398254395"
鱼池,15.160455030864902,"120.93299865723,23.89999961853"
红原,15.158681670564736,"102.54399871826,32.790901184082"
西原,15.132067003854045,"108.193359375,14.509144353358"
沙湖,15.131292885218626,"106.35675811768,38.807540893555"
达瓦更扎,15.120945287434466,"102.69280247552,30.723729554304"
米兰,15.09901798236134,"9.1210670471191,45.465709686279"
茂县,15.089247186496678,"103.85399627686,31.681200027466"
丰都,15.018254041470282,"107.73100280762,29.863500595093"
水富,15.017211504905417,"104.41600036621,28.629899978638"
淅川,15.015231875144401,"111.49099731445,33.137798309326"
牡丹江,15.0,"129.63299560547,44.551700592041"
靖宇,15.0,"126.81400299072,42.388801574707"
东山岛,14.999994242046613,"117.43000030518,23.701299667358"
柯坪,14.999993944928939,"79.047302246094,40.50830078125"
蚌埠,14.999986624331527,"117.38999938965,32.916301727295"
巴塞罗那,14.999924954016675,"2.1733999252319,41.385101318359"
印度北部,14.99979276385246,"77.255859375,28.130126953125"
黑森,14.981359587865725,"9.1624402999878,50.652099609375"
沙河,14.97711042415601,"114.50299835205,36.854999542236"
北川,14.97479896448468,"104.26445007324,31.938892364502"
许昌,14.88772018889624,"113.82299804688,34.124698638916"
邵武,14.866069030501174,"117.49299621582,27.340299606323"
淄博,14.748509801669945,"118.05500030518,36.813098907471"
金佛山,14.722168848383,"107.20495462418,29.099789474892"
名古屋,14.661691780021801,"136.906398,35.1814464"
钟祥,14.625325015454564,"112.58799743652,31.16780090332"
老挝,14.604480758319006,"102.38159179688,19.528730138898"
万州,14.586861935028631,"108.40899658203,30.807800292969"
铜鼓,14.558927191993488,"114.37100219727,28.520799636841"
大竹,14.333963882997038,"107.20500183105,30.736299514771"
邹城,14.320320523058705,"117.00399780273,35.405200958252"
不丹,14.28420208552559,"90.5583203125,27.361899625496"
留坝,14.280801561870836,"106.92099761963,33.617599487305"
正定,14.275696261623153,"114.57099914551,38.14640045166"
墨竹工卡,14.242935377136712,"91.730903625488,29.834100723267"
岫岩,14.219673605530955,"123.28099822998,40.290901184082"
房山,14.189002204559548,"116.1429977417,39.749099731445"
东极岛,14.079346207186315,"122.73118591309,30.174055099487"
宁乡,14.031651399929668,"112.55200195312,28.275299072266"
本溪,13.959089272894108,"123.76599884033,41.294200897217"
荣成,13.943003632554642,"122.48699951172,37.165199279785"
大林,13.896878062015345,"120.4700012207,23.599100112915"
大庆,13.838076897603592,"125.10500335693,46.590198516846"
江津,13.689901652475937,"106.25900268555,29.290199279785"
北疆,13.601630504453516,"86.786499023438,47.335098266602"
毕节,13.571424821441948,"105.28399658203,27.302600860596"
小田原,13.551888665432825,"139.1521538,35.2645639"
勐腊,13.546140690555823,"101.56500244141,21.459199905396"
江永,13.50628059654542,"111.34400177002,25.273500442505"
包头,13.5,"109.83999633789,40.657398223877"
迪拜,13.485981214966246,"55.27083596985,25.03187475154"
唐河,13.423365721365176,"112.84100341797,32.697101593018"
中阳,13.327794901221866,"111.18000030518,37.35710144043"
潮汕,13.247991020590446,"116.64819335938,23.40643043632"
宁安,13.24155979333434,"129.48300170898,44.340698242188"
仁化,13.194618499500887,"113.74900054932,25.085599899292"
和顺,13.179601381617436,"98.456382751465,25.010484117286"
邛崃,13.13796963215942,"103.46399688721,30.410299301147"
西柏坡,12.983569384048574,"113.96842193604,38.331962585449"
盱眙,12.947251518686091,"118.5,33.002998352051"
康乐,12.944578240505862,"103.70899963379,35.369800567627"
甪直,12.932605267677756,"120.86758422852,31.260311126709"
遂宁,12.854012645584351,"105.59300231934,30.532800674438"
集安,12.796956963354184,"126.18399810791,41.130401611328"
镰仓,12.603857120417787,"139.5466868,35.3192254"
海宁,12.587404546578801,"120.68099975586,30.51070022583"
石屏,12.548714484058967,"102.49500274658,23.705900192261"
葫芦岛,12.508050302970846,"120.83699798584,40.711101531982"
枫泾,12.5,"121.47399902344,31.230400085449"
来兴,12.499999997193454,"99.125900268555,16.883899688721"
壶口瀑布,12.487056764558892,"110.45132875443,36.146885395781"
乐都,12.486844569867214,"102.40200042725,36.48210144043"
德州,12.469895073304704,"116.3570022583,37.434101104736"
山阳,12.347153483601431,"109.88200378418,33.532199859619"
墨脱,12.334338801238587,"95.356658935547,29.427648544312"
柳林,12.32200186376796,"110.88899993896,37.430000305176"
达曼,12.2919754620276,"49.977699279785,26.392700195312"
利维亚,12.268422571244276,"1.9804573059082,42.462599800771"
呼伦贝尔,12.134001921833615,"119.76599884033,49.211601257324"
卡莱,12.04368422538724,"29.910745620728,36.275211334229"
酉阳,12.040899518271726,"108.7679977417,28.841199874878"
大嵛山岛,12.033404967248886,"120.21788024902,26.922912597656"
太仓,12.0,"121.1309967041,31.45770072937"
清苑,11.99996023589424,"115.4940032959,38.771900177002"
临城,11.999877263827836,"114.49900054932,37.444499969482"
会同,11.999852844156232,"109.73600006104,26.887199401855"
岐山,11.984277777935803,"107.62100219727,34.443500518799"
巴基斯坦,11.929050785107949,"69.345703125,30.145127183376"
乌鲁木齐,11.879421576853956,"87.616798400879,43.82559967041"
吉海,11.872240734989527,"107.0299987793,20.775800704956"
死海,11.867389528251731,"35.471497802734,31.49298431302"
新和,11.861473907847474,"82.609100341797,41.548099517822"
定南,11.842412239538524,"115.02799987793,24.784400939941"
清莱,11.829032802634563,"99.831001281738,19.907199859619"
古北水镇,11.816134360423453,"117.268659,40.651672"
上海迪士尼,11.78884458010071,"121.66334867477,31.14090913204"
赤柱,11.759004371852512,"114.21793365479,22.205478668213"
如东,11.715076853587473,"121.18699645996,32.315799713135"
林坑,11.712594405195288,"120.76377868652,28.156768110584"
金峰,11.686107690760169,"120.96700286865,22.60000038147"
石头村,11.684239930804445,"114.1259765625,38.035545349121"
塘沽,11.683336256051131,"117.67309188842,39.033355051132"
沙溪,11.661654668908653,"99.848365783691,26.309286117554"
理塘,11.653533508970144,"100.26999664307,29.996000289917"
霸州,11.643358195273905,"116.39099884033,39.125900268555"
启东,11.635285545599285,"121.65699768066,31.808200836182"
洪江,11.567314458425464,"109.83699798584,27.208599090576"
阿富汗,11.45274841080482,"65.817109375,33.788174734401"
宫崎,11.431549516984598,"131.4202411,31.9076736"
会泽,11.42607547756576,"103.29699707031,26.417900085449"
三重,11.425020781755398,"136.4970116,35.0460078"
英德,11.397501816889829,"113.41500091553,24.186100006104"
三出,11.359046328423247,"100.09799957275,14.75800037384"
东阳,11.29766224946612,"120.24199676514,29.289600372314"
永丰,11.292378271408978,"115.44400024414,27.318899154663"
中亚,11.226490830957072,"69.0690625,39.410636557657"
呈坎,11.206869379559611,"118.2522354126,29.925045013428"
宾阳,11.194992910799241,"108.80999755859,23.217800140381"
方正,11.187976327102538,"128.83000183105,45.851699829102"
池上,11.147130505577351,"121.21700286865,23.11669921875"
宣城,11.11201079168838,"118.75900268555,30.940700531006"
海棠湾,11.110572573717725,"109.72229367187,18.354022903254"
新园,11.100288779180737,"120.44699859619,22.510599136353"
中非,11.098635263407447,"20.91796875,6.5773031181239"
大化,11.090802538232351,"107.99800109863,23.736499786377"
西和,11.085709613440768,"105.29900360107,34.014198303223"
顺平,11.075815220678122,"115.13300323486,38.84460067749"
郧县,11.043959555947248,"110.81199645996,32.834800720215"
江油,11.035331197031468,"104.74600219727,31.77799987793"
皮山,10.95344322562288,"78.283699035645,37.621398925781"
关岭,10.900220187855973,"105.62200164795,25.875900268555"
信义,10.889205205119806,"120.9879989624,23.667999267578"
兴城,10.84996849632959,"120.72799682617,40.614799499512"
邵阳,10.841613290612104,"111.46800231934,27.238899230957"
广德,10.826830954400457,"119.42099761963,30.877599716187"
阳江,10.78587137533706,"111.9820022583,21.857999801636"
龙口,10.781273488877476,"120.47799682617,37.646099090576"
玉树,10.745516315936403,"97.00659942627,33.005798339844"
玉林,10.660427081966468,"110.16500091553,22.636400222778"
修武,10.660077336256188,"113.44799804688,35.223499298096"
宝鸡,10.606734427573675,"107.2379989624,34.361999511719"
中方,10.592409571812365,"109.94599914551,27.440500259399"
多勒,10.57522598615543,"5.5569124221802,47.07234954834"
新宁,10.499999999995302,"110.8570022583,26.433399200439"
商丘,10.483686632115443,"115.65599822998,34.414199829102"
惠水,10.483098887447273,"106.65699768066,26.132099151611"
长顺,10.483098887447273,"106.452003479,26.02260017395"
兴仁,10.483098887447273,"105.18599700928,25.435199737549"
本部,10.471691941216891,"127.8978309,26.6575766"
林州,10.449773409112892,"113.81600189209,36.078201293945"
邛海,10.432194618190783,"102.31820583344,27.816418512424"
田中,10.422370021747358,"120.58499908447,23.852500915527"
草原天路,10.382756132665452,"114.76692962647,41.010312928895"
平凉,10.282443455186288,"106.66500091553,35.542701721191"
敦化,10.268652695591493,"128.23199462891,43.372398376465"
关山,10.247404558701193,"121.19400024414,23.018100738525"
泾县,10.239183718235534,"118.41999816895,30.688600540161"
大叻,10.2137090859883,"108.44200134277,11.945400238037"
上虞,10.162862331049947,"120.86799621582,30.033100128174"
桓仁,10.161111858883144,"125.36100006104,41.267101287842"
河间,10.06756148662279,"116.09999847412,38.446601867676"
安东,10.05501306398231,"128.72900390625,36.56840133667"
高雄,10.048600466745476,"120.66600036621,23.010900497437"
盐边,10.041913516274457,"101.85500335693,26.683200836182"
堂安,10.022872640253652,"109.21607971191,25.897518157959"
凤山,10.010892016562968,"120.34931182861,22.61190955921"
廊坊,10.001582548784329,"116.68399810791,39.537998199463"
高邮,9.999999999606484,"119.45899963379,32.781700134277"
封开,9.997449126928338,"111.5120010376,23.423999786377"
遂昌,9.959258591570414,"119.27600097656,28.592199325562"
林同,9.937220646320252,"108.1429977417,11.575300216675"
克拉克,9.882484242093897,"120.54588317871,15.19140625"
红海,9.877827632201457,"38.49609375,20.303417518489"
武义,9.863143884879824,"119.81600189209,28.892700195312"
合川,9.854013486401856,"106.27600097656,29.972099304199"
霹雳,9.820300846823539,"100.80000305176,4.8072900772095"
吉县,9.805600426020424,"110.68199920654,36.098201751709"
梅里雪山,9.780401804349497,"98.683834075928,28.43488346494"
福泉,9.77715711786724,"107.51699829102,26.680000305176"
宜宾,9.746151395809788,"104.6429977417,28.751800537109"
大明山,9.610157118282665,"118.99676704407,30.065390014363"
仰光,9.587511693706409,"96.152702331543,17.102500915527"
伊豆,9.586592972913667,"138.946704,34.9765857"
崇武,9.571175135823726,"118.94538116455,24.887632369995"
铜仁,9.570167912884411,"109.19000244141,27.73150062561"
楚雄,9.55366764643246,"101.52799987793,25.045499801636"
马赛,9.499999159182495,"5.3697800636292,43.296501159668"
怀来,9.478614071881394,"115.5179977417,40.415298461914"
双廊,9.451903820022654,"100.23071289062,25.943681716919"
壶关,9.449773409112892,"113.20700073242,36.115398406982"
南充,9.395613629767062,"106.11100006104,30.837799072266"
咸宁,9.380030574082037,"114.32199859619,29.841400146484"
大岛,9.375309311917883,"139.37628173828,34.748081472367"
黄梅,9.300100104040077,"115.94400024414,30.070499420166"
井陉,9.296708897105052,"114.14499664307,38.031898498535"
京畿道,9.275978886585149,"127.5179977417,37.413799285889"
鄂尔多斯,9.257559806853141,"109.78099822998,39.608299255371"
易县,9.245563471032431,"115.49700164795,39.349498748779"
慈溪,9.0,"121.26599884033,30.169700622559"
乌拉特前旗,9.0,"108.65200042725,40.736999511719"
吉安,9.0,"114.99299621582,27.113000869751"
巴彦淖尔,9.0,"107.38800048828,40.743198394775"
汉川,8.999999999999877,"113.83899688721,30.661199569702"
海法,8.999999999964363,"34.989063262939,32.795340481617"
平顶山,8.999986624331527,"113.19300079346,33.766201019287"
嘉禾,8.999966350608917,"112.3690032959,25.58749961853"
新乐,8.998742963617754,"114.68399810791,38.343299865723"
长治,8.996296899231995,"113.11599731445,36.195400238037"
思南,8.992665366333489,"108.25199890137,27.936800003052"
和田,8.987103920352594,"79.922203063965,37.114200592041"
庞贝,8.984189714030538,"14.497281074524,40.749011993408"
仙游,8.956453794868699,"118.69200134277,25.362100601196"
新竹,8.932095187458065,"121.01786804199,24.835683822632"
永胜,8.906915291327211,"100.75099945068,26.684200286865"
汪清,8.899471718134487,"129.77200317383,43.3125"
东港,8.89722908099598,"124.15299987793,39.862998962402"
闽侯,8.882330430209732,"119.13200378418,26.14999961853"
象岛,8.880116783474643,"102.34999847412,12.10000038147"
巨鹿,8.879135858374752,"115.03700256348,37.221099853516"
攀牙,8.876087388819471,"98.519302368164,8.4407501220703"
城固,8.8708360146849,"107.33399963379,33.15710067749"
瓦房店,8.864744057102861,"121.98000335693,39.627101898193"
雷山,8.849808080238619,"108.07800292969,26.378400802612"
普洱,8.849747464802675,"100.96700286865,22.825099945068"
招远,8.831029918389106,"120.43399810791,37.355499267578"
塔什,8.814599221389205,"7.8155007362366,46.054630279541"
大悟,8.806229434998126,"114.12699890137,31.561199188232"
金湖,8.800408438662421,"118.42800140381,24.437700271606"
泸溪,8.794529037869214,"110.2200012207,28.216600418091"
竹山,8.790724323430524,"120.72899627686,23.688899993896"
