name,score,coordinates
高家大院,9.459876293265063,"108.943816,34.260508"
牛背山,9.42253109642153,"102.3760750988,29.7732358777"
湄南河,9.376954256167608,"100.502723,13.704091"
昭和新山,9.364747738944928,"140.861247,42.538797"
翡翠岛,9.306960666500398,"119.286804,39.571028"
纳加阔特,9.21075113325568,"85.52114,27.711798"
雍和宫,9.194835340836915,"116.415657,39.948379"
华北第一镖局,9.171530053657321,"112.18539428711,37.204391479492"
篁村,9.10797399035189,"117.81523704529,29.511902686735"
天目山,9.097079463635264,"119.400484,30.337584"
大召寺,9.091058330058594,"111.65388,40.799583"
俞源太极星象村,9.042976871480338,"119.66414793121,28.772725321993"
镰仓高校前站,9.02367563517054,"139.49544,35.307083"
八卦田遗址公园,9.0,"120.142178,30.225508"
青城山风景区,9.0,"103.57240083126,30.89747541866"
北川老县城地震遗址,9.0,"104.46214,31.82852"
外滩万国建筑博览群,9.0,"121.490593,31.237757"
日隆镇,9.0,"102.839269,30.994768"
南岳忠烈祠,9.0,"112.715411,27.269377"
古徽道,9.0,"117.413199,30.109161"
狼牙山景区,9.0,"115.18208,39.12467"
黄金塔,8.999999999999991,"-5.9934389591217,37.384991891693"
神秘之路,8.999999999962064,"126.48996558895,33.451666118952"
龙头岩,8.999999999962064,"126.514072,33.514856"
厦门大学芙蓉湖,8.999999999586631,"118.102528,24.436331"
小七孔景区,8.999999982820908,"107.749268,25.255215"
水游城,8.999975494737832,"118.78395817715,32.030655126805"
新街口,8.999975494737832,"118.77623341519,32.042296659794"
黑虎松,8.999784251316019,"118.169184,30.132246"
圣约翰座堂,8.9997500148977,"114.164058,22.278976"
华表,8.999526652466367,"116.397693,39.903756"
黄茅尖,8.9984482330111,"119.17676639557,27.892910389663"
奈良公园,8.998305853288231,"135.83981,34.688324"
郑成功纪念馆,8.997241466364759,"118.067513,24.44232"
太阳门广场,8.995823926711587,"-3.7074000116568,40.415510012757"
香港太空馆,8.99315876838832,"114.173679,22.291006"
香港文化中心,8.99315876838832,"114.173679,22.291006"
金紫荆广场,8.987181643660142,"114.173909,22.293029"
汉字博物馆,8.985631987185775,"114.324844,36.119983"
雅丹国家地质公园,8.985364038879572,"93.865212,40.354065"
沈阳金融博物馆,8.983810470122577,"123.458946,41.794337"
九份,8.962068039279869,"121.8437955,25.108158"
旺角,8.959730338658119,"114.17113892734,22.310663453106"
尖沙咀,8.959730338658119,"114.173909,22.293029"
九溪,8.952766812865663,"120.124935,30.192413"
西夏博物馆,8.940703197392239,"102.643527,37.924717"
灵谷洞,8.936490326203902,"119.737617,31.213659"
仙都,8.933808607039651,"120.139301,28.696823"
东林书院,8.917544549438144,"120.30153954232,31.577484970204"
甘熙故居,8.897229912680839,"118.785136,32.021049"
孙中山纪念堂,8.891830548758769,"113.378037,22.522212"
郑王庙,8.88621943088847,"100.490824,13.74074"
云冈石窟,8.8849752795037,"113.130014,40.111604"
芽庄四岛游,8.87688152052232,"109.21507,12.207618"
丹布勒石窟寺,8.875705399682538,"80.648421256592,7.8579163251033"
长安大学,8.874145302937569,"108.954987,34.224196"
武威文庙,8.854183532082608,"102.644236,37.923453"
恋爱巷,8.846761435259959,"113.547177,22.194159"
晋祠景区,8.827932920562171,"112.44288705886,37.708513336412"
原始森林,8.808192309625161,"103.859129,33.072603"
卧佛寺,8.79800202510677,"100.49128616798,13.750085872455"
宝石流霞,8.786059382742058,"120.151195,30.258096"
澳门科技大学,8.743094965320916,"113.565166,22.151177"
早稻田大学,8.69812426511265,"139.7030895,35.695438"
神牛寺,8.697410917451005,"103.88249,13.444522"
三清洞,8.652297696909049,"126.98358,37.582752"
油麻地,8.618475432550621,"114.175414,22.305949"
鸟岛新缘桥,8.611641469767502,"126.564216,33.246508"
皇则寺,8.578339956520875,"105.82762701587,32.439459031584"
乌节路,8.511527433947787,"103.8324935,1.3042924"
沙湖,8.509151181893673,"106.39201024058,38.824875109312"
阳朔十里画廊,8.496520813255085,"110.491025,24.734448"
天帝渊瀑布,8.455723705081834,"126.416632,33.250569"
天帝渊瀑布,8.455723705081834,"126.416632,33.250569"
天梯,8.454841450763723,"113.60440254211,35.731363913727"
time $ style,8.382038816926023,"114.16826063558,22.324740644076"
范五老街,8.366402544541694,"106.69955128651,10.76996282181"
玉龙雪山,8.334465035720164,"100.260666,27.095923"
素贴山,8.32418541051949,"98.891816,18.817729"
考山路,8.293563065172657,"100.49721,13.759087"
林屋洞风景区,8.289587349937646,"120.30749511719,31.106355667114"
春香湖,8.28634432465881,"108.43025,11.93529"
柱状节理带,8.190416888988446,"126.41163498164,33.245012489257"
风雨桥,8.170227607917298,"109.485314,30.279334"
青澳湾,8.157046103816242,"117.136905,23.441751"
四川博物院,8.140646436870743,"104.028568,30.660046"
银子岩,8.117403507811217,"110.441654,24.63716"
湖北省图书馆,8.062527440845297,"114.31741902331,30.549623197252"
张家界国家森林公园,8.04872793915304,"110.43476574789,29.315303096194"
双门石窟,8.040720579789356,"121.44290924072,28.438262939453"
西夏王陵,8.014704813855502,"105.996674,38.432228"
厦门园林植物园,8.0,"118.10454,24.435702"
洛阳关林,8.0,"112.483618,34.607681"
天柱山世界地质公园,8.0,"116.4719619751,30.715250015259"
平遥古城墙,8.0,"112.183107,37.204218"
响沙湾,7.999999999490546,"109.951797,40.243756"
锦绣谷,7.9997887080823835,"115.970239,29.563303"
周王庙,7.999186683314716,"119.821588,31.363887"
皇帝岛,7.961740589374712,"98.370858711145,7.6094956134864"
雪窦山,7.949905931540741,"121.22087,29.681669"
老门东,7.941215183228848,"118.781778,32.012958"
十渡,7.930093468324758,"115.596744,39.635439"
黑门市场,7.920561131062111,"135.50563811028,34.655829750016"
洛浦公园,7.913633892406505,"112.430912,34.616781"
中国文字博物馆,7.903517478673943,"114.324844,36.119983"
巽寮湾,7.901192910278241,"114.75781085968,22.684116592936"
桃花谷,7.899464740151358,"113.79412078857,36.086521148682"
南宋御街,7.8760293317924255,"120.182721,30.243275"
乐游原,7.864255602146139,"108.96416,34.220806"
猴子观海,7.844631960777968,"118.17474,30.141664"
齐国故城遗址博物馆,7.798683511835673,"118.349823,36.85961"
玄妙观,7.791553808953389,"120.625454,31.310317"
虹桥,7.748305324257827,"109.60600280762,27.947200775146"
东梅奔寺,7.743965302403886,"103.920801,13.447871"
子房湖,7.737468922445656,"113.36520522705,35.429222818812"
秦皇陵,7.722990109652036,"109.262917,34.382032"
金山寺,7.695882873268777,"100.497182,13.758959"
铁路文化公园,7.640952022949534,"118.07948,24.453912"
天主教堂,7.6355154883004275,"121.438489,31.18622"
沈园,7.6259213095865235,"120.58666992188,29.992063522339"
芦林湖,7.576409733055764,"115.986108,29.543989"
华严寺,7.538905882294973,"113.296865,40.091844"
表参道,7.537613204493164,"139.70027160645,35.659019470215"
南溪山公园,7.523683106552784,"110.30296987864,25.252542545943"
青岛奥林匹克帆船中心,7.5,"120.3852635773,36.061454990439"
建水古城,7.5,"102.823858,23.611781"
岭角村,7.5,"117.75645637512,29.513779817798"
秦陵铜车马,7.5,"109.215141,34.364655"
灵隐禅踪(灵隐寺),7.5,"120.100549,30.236875"
德国总督府旧址,7.5,"120.331549,36.066448"
南沙天后宫,7.5,"113.620145,22.756032"
济州泰迪熊博物馆,7.5,"126.41293461779,33.251302015306"
岭脚村,7.5,"117.75645637512,29.513779817798"
堂安侗寨,7.5,"109.20943291534,25.900144895222"
肇兴侗寨,7.5,"109.152577,25.925628"
呀诺达雨林文化旅游区,7.499999999999997,"109.652736,18.441629"
大同土林,7.499999999999997,"113.481512,39.947479"
瓷房子(赤峰道),7.499999999997524,"117.209593,39.131492"
玄武湖公园,7.499999998517892,"118.79651641846,32.062629699707"
青岛崂山风景区,7.4999999908871295,"120.595443,36.197742"
青岛火车站,7.4999999712379575,"120.317906,36.071288"
798艺术区,7.499991806927634,"116.49482201166,39.983835862056"
上海博物馆,7.499655631438618,"121.473406,31.234889394947"
世纪钟,7.498619493009482,"117.209593,39.131492"
石林国家地质公园,7.496836692831501,"103.32526022488,24.815569268294"
大榕树风景区,7.496520813255112,"110.491025,24.734448"
情人滩,7.495086771762166,"100.81539,27.73953"
老虎石海上公园,7.491881549387141,"119.492804,39.813854"
青岛啤酒博物馆,7.481941449167858,"120.331549,36.066448"
普吉镇,7.470486969906332,"98.365135,7.881264"
N首尔塔,7.464000499344149,"126.9880447,37.551403"
下晓起,7.4564002466281725,"118.03022845089,29.391603542202"
成均馆大学,7.4497255278293535,"126.99215,37.579254"
玛雅湾,7.406328824024758,"98.764953232727,7.6763841083851"
祈年殿,7.378149542639876,"116.412801,39.883897"
塞上老街,7.372257096581952,"111.652444,40.799522"
九龙灌浴,7.362780068227223,"120.100958,31.426911"
达古冰川,7.341616100707668,"102.94240119934,32.114206816745"
十八梯,7.340103769004388,"106.569029,29.549973"
开元寺,7.336961772313744,"118.583716,24.913504"
猴子岛,7.317802676303183,"98.77606010437,7.7470159894642"
仙人古井,7.3051755849677775,"111.21074,24.247522"
九溪,7.2586719992199376,"120.124935,30.192413"
黑龙江省博物馆,7.227860961015478,"126.6507813,45.7573019"
芭东海滩,7.210106542120477,"98.296854,7.89351"
茱萸峰,7.1965287731246335,"113.37904877833,35.447401267346"
克拉码头,7.154515015901654,"103.852,1.292236"
天主教堂,7.118151869737213,"172.63586945767,-43.528233309507"
DFS(duty free store)环球免税商店,7.108697903930824,"114.17218735582,22.297602983054"
洪椿坪,7.076301647431443,"103.3915870491,29.5621769309"
承天寺塔,7.066881414043891,"106.281195,38.46522"
清东陵,7.00774865965536,"117.638855,40.185955"
野三坡,7.002743012106173,"115.38549804688,39.668258666992"
月沼湖,7.0,"117.9914373815,30.000701794622"
噶丹•松赞林寺,7.0,"99.704399,27.856256"
喜洲镇,7.0,"100.12890560217,25.851264901932"
大七孔景区,6.999999982820909,"107.756469,25.287269"
地主神社,6.99884819970758,"135.78504778406,34.994876295912"
恩施土司城,6.9830117489261845,"109.471358,30.301413"
沙皮岛,6.952713437603422,"116.007677,5.994436"
台儿庄古城,6.951895040593192,"117.733353,34.555326"
虞山,6.944103693267118,"120.712,31.6689"
东芭乐园,6.9142672642685845,"100.95025866208,12.771666431553"
象岛,6.880116783474642,"102.306231,12.05322"
莲湖公园,6.813536772134523,"108.9416536,34.2631538"
织金洞,6.7990108160298295,"105.924766,26.764857"
武康大楼,6.776321696956197,"121.439932,31.207097"
东大门,6.7003442625768725,"127.015677,37.572258"
霞山天主教堂,6.667826709597329,"110.3918025859,21.208610243775"
第二海水浴场,6.660355318024182,"120.35292109666,36.052205336991"
芦笛岩,6.643439085373272,"110.27359418571,25.30435468629"
开元寺,6.6281477786361656,"118.583716,24.913504"
七宝古镇,6.561113600377392,"121.3537979126,31.152273566174"
东峰,6.521636353915371,"110.088278,34.477839"
磨山景区,6.5,"114.411064,30.545828"
豫园老街,6.5,"121.48306519079,31.21896989471"
东方明珠广播电视塔,6.499999999999996,"121.502252,31.238184"
天涯海角,6.456290841363104,"109.351658,18.29411"
古宇利岛,6.455969574459728,"128.024059,26.700156"
仓桥直街,6.37171459135368,"120.582294,30.006879"
日军最后司令部遗址,6.33876163496081,"145.80977,15.277222"
鸟岛,6.33876163496081,"145.8192,15.26228"
自杀崖,6.33876163496081,"145.80599430203,15.280798570117"
龙兴岛,6.301870581767196,"119.44146,31.31574"
禅源寺,6.286162815191235,"119.45426264263,30.289372908386"
青岛邮电博物馆,6.0,"120.3205484418,36.058543510388"
天星湖,6.0,"105.682188,25.94068"
宜兴竹海风景区,6.0,"119.707865,31.170816705027"
洛阳王城公园海底世界,6.0,"112.37948782742,34.671835704422"
宁芬堡宫,6.0,"11.50321,48.16431"
开元湖音乐喷泉,6.0,"112.45330810547,34.618517213797"
奥林匹克公园,6.0,"11.556296870112,48.177197251043"
青岛五四广场,6.0,"120.3852635773,36.061454990439"
重庆市人民大礼堂,6.0,"106.55042035582,29.562220633027"
九寨沟五彩池,6.0,"103.933005881,33.045116255642"
江汉路步行街,6.0,"114.293021,30.583913"
武汉国民政府旧址,6.0,"114.2929687963,30.579670633071"
圣母教堂,6.0,"11.575555801392,48.137557399497"
湘子庙,6.0,"108.94703711824,34.259467227575"
比利时皇家美术馆,6.0,"4.3623792999999,50.8419582"
布鲁塞尔大广场,6.0,"4.3517025343065,50.846536354917"
江洋畈生态公园,6.0,"120.130187,30.208796"
后海酒吧街,6.0,"116.386301,39.937195"
加拿大村,6.0,"112.61853122711,22.355640046923"
库肯霍夫公园,6.0,"4.544255,52.270336"
慈城年糕历史陈列馆,6.0,"121.446131,29.985847"
崇光百货SOGO(铜锣湾店),6.0,"114.18411190675,22.280196726992"
塔布笼寺,6.0,"103.89851,13.429964"
青岛海底世界,6.0,"120.331549,36.066448"
建水文庙,6.0,"102.82551574707,23.612590789795"
香港杜莎夫人蜡像馆,6.0,"114.154782,22.268599"
圣米歇尔及圣古都勒大教堂,6.0,"4.3600974576721,50.851127496518"
三峡广场步行街,6.0,"106.46207904663,29.561126499598"
丽江古城,6.0,"100.23896661839,26.869180460396"
红教堂/圣母玛利亚天主教堂,6.0,"106.6999866,10.7794869"
明治神宫,5.99999999999993,"139.70984,35.686"
竹下通,5.99999999999993,"139.70104481199,35.658545420836"
秋叶原,5.99999999999993,"139.778527,35.690729"
汉阳造广告创意园,5.999999999997816,"114.268136,30.555997"
劝业场商场(和平路店),5.999999999997524,"117.20516565323,39.127250158768"
黑马河乡,5.999999999951153,"99.785378,36.730251"
东涌,5.999999994151503,"113.945792,22.286711"
东涌,5.999999994151503,"114.583444,22.487892"
横店明清宫苑,5.999999767731644,"120.298248,29.173925"
帽儿山国家森林公园,5.999991880613322,"129.47343562175,42.849966144207"
摩宁格劳利,5.999991880613322,"129.497005,42.886782"
妈祖阁,5.99998002264042,"113.53776121161,22.180200170747"
东南大学,5.999445762836491,"118.79515989125,32.060857250176"
今夕生活馆,5.99884819970758,"135.51045,34.70464"
大阪历史博物馆,5.99884819970758,"135.52339373247,34.68684906392"
友都八喜,5.99884819970758,"135.49954748416,34.700991117337"
东福寺,5.99884819970758,"135.772693,34.967369"
哲学之道,5.99884819970758,"135.79820647983,35.027021294617"
建仁寺,5.99884819970758,"135.77468242328,35.001708061753"
野宫神社,5.99884819970758,"135.67221,35.017048"
银阁寺,5.99884819970758,"135.7945029742,35.022143213831"
三十三间堂,5.99884819970758,"135.780836,34.998086"
天保山摩天轮,5.99884819970758,"135.4318,34.65697"
清凉寺,5.99884819970758,"135.6742269098,35.017761942485"
天龙寺,5.99884819970758,"135.67221,35.017048"
金阁寺,5.99884819970758,"135.73253562698,35.032388868931"
若草山,5.99884819970758,"135.84427,34.689285"
春日大社,5.99884819970758,"135.84301131779,34.68505714027"
唐招提寺,5.99884819970758,"135.78453,34.66968"
二年板三年板,5.99884819970758,"135.78265131283,34.995491142432"
大三巴手信一条街,5.998641071054752,"113.55142305617,22.216405026773"
衹园,5.998305853288232,"135.77488441687,35.002765706553"
山海关古城景区,5.998219863163255,"119.759385,40.006842"
乐天百货,5.997305628883628,"117.18111160278,39.137120373809"
圣基尔达海滩,5.996637632734977,"145.01870742461,-37.978544621653"
泰唔士小镇,5.996061849362255,"121.19678,31.033034"
伯纳乌球场,5.995824062614535,"-3.6883365042992,40.453052351744"
东方广场,5.995824062614535,"-3.7143114313002,40.417955953244"
丽池公园,5.995824062614535,"-3.6921268318424,40.413781826949"
马德里王宫,5.995824062614535,"-3.7145848093662,40.415666073459"
圣亚海洋世界,5.9953919417028985,"121.57070537238,38.878385717348"
光华门广场,5.995120065766207,"126.97701,37.57843"
明洞教堂,5.995120065766207,"126.98553,37.568733"
63大厦,5.995120065766207,"126.940155,37.519733"
定州文庙,5.993777464964424,"114.99792199954,38.542187522929"
诚品书店,5.992089716289103,"120.71521759033,31.320167541504"
灵岩洞,5.989558662005882,"117.617367,29.473818"
庐山五老峰,5.9830961328216565,"116.00901031494,29.546234130859"
庐山三叠泉,5.9830961328216565,"116.046059,29.55248"
圣三一堂,5.980912419370362,"121.490593,31.237757"
张氏帅府博物馆,5.979290521666687,"123.458946,41.794337"
大树王,5.972350155021576,"119.44953619307,30.309955967216"
方塔公园,5.966572325181341,"121.246488,31.004349"
昭陵,5.964084397659732,"123.423055,41.839901"
北陵,5.964084397659732,"123.423055,41.839901"
下棋亭,5.963286353227903,"110.087853,34.48677"
山东大学,5.961997956087366,"117.065919,36.686208"
翡翠海滩,5.9520501417230935,"127.88048,26.701452"
山顶大佛,5.948023940751362,"98.30628,7.816107"
七珍佛山,5.933605542254122,"100.96378013492,12.760532334081"
鲁迅故里,5.928123436249978,"120.58666992188,29.992063522339"
铁门关,5.923788666222175,"114.284793,30.555542"
吴山广场,5.921486283766267,"120.1754898982,30.239656697703"
郑家大屋,5.899856838254353,"113.536393,22.18325"
石屏山,5.8986816643749265,"108.42962254233,27.051596346425"
包公祠,5.889817080730954,"114.346952,34.789633"
中阿之轴,5.889305756156943,"106.218027,38.530156"
南屏村,5.887496089293253,"117.89799097061,29.903370788165"
南屏村,5.887496089293253,"117.89799097061,29.903370788165"
南后街,5.8860253246120005,"119.296776,26.082398"
梨花女子大学,5.885977154637902,"126.94569,37.56022"
土长城,5.8828025245453475,"113.76109421253,40.363059444072"
恒山水库,5.880373939690053,"113.712071,39.676076"
圆佛殿,5.871779287091056,"115.962717,29.562492"
鹅銮鼻公园,5.8673387489991615,"120.8526658411,21.9022789"
百步梯,5.864723333349109,"111.02291623853,32.408740460551"
箭扣长城,5.859477661348747,"116.51693,40.465796"
舞阳河,5.858798301868801,"108.439571,27.05205"
台儿庄纪念馆,5.858537590782147,"117.72865794114,34.557588044596"
上晓起,5.854865672597122,"118.02210578036,29.398806339712"
骑鹅公社,5.853389708755812,"117.18111160278,39.137120373809"
人民广场,5.843506234214303,"106.226454,38.48798"
黑龙潭,5.835188708534076,"100.23341596113,26.876715202541"
网师园,5.818404943315025,"120.625582,31.294601"
中国美术学院,5.81123307830411,"120.149019,30.245735"
海事博物馆,5.7570368962764,"113.536393,22.18325"
镇远古镇,5.754161171440329,"108.42027761931,27.050833344412"
平等院,5.753867969084692,"135.80891,34.89004"
二十四桥,5.732224066115591,"119.421002,32.409203"
美旺大象营,5.7181868250355015,"98.689865,18.656748"
三王纪念碑,5.682219373322037,"98.986580371857,18.786968706228"
扬州大学,5.6797464569021905,"119.421629,32.408147"
西街,5.662364598368795,"110.49481964111,24.776163101196"
大明山景区,5.63163631592489,"119.03682191534,30.131023418701"
猴硐,5.610635210281232,"121.82742185706,25.087007242515"
澳门旅游塔,5.5802372699010965,"113.536393,22.18325"
钓鱼岛,5.578342363939792,"120.67032396932,37.988153317572"
机场免税,5.5669614335183075,"126.4525938034,37.447504112024"
买手信推荐这家,5.5636070211012045,"113.55142305617,22.216405026773"
苏州园林博物馆,5.5560658198767925,"120.629017,31.324146"
马可波罗广场,5.555853034187795,"117.19817943871,39.134731103819"
百尺峡,5.555719874034478,"110.09081840515,34.507812065332"
主教座堂,5.516556685212654,"113.545134,22.190543"
圣安多尼教堂,5.508848879732178,"113.540861,22.197685"
人民公园,5.505367108469561,"104.05429772884,30.663149914947"
四川美术学院,5.5,"106.54299926758,29.487300872803"
黄山汤口镇,5.5,"118.187823,30.090383"
苗人谷景区,5.5,"109.602836,27.947103"
趵突泉景区,5.5,"117.016567,36.661701"
西海梦幻景区,5.499999999999981,"118.156814,30.132921"
定园,5.484702132938724,"120.590314,31.325993"
金鞭溪,5.483551095725187,"110.43476308882,29.315304774655"
茶胶寺,5.4739768701369576,"103.88922929764,13.434814304333"
广济桥,5.473157211917528,"116.660434,23.663752"
齐云山,5.434680609254981,"118.04216506958,29.817192538234"
一线天,5.433867401903955,"103.3740158081,29.574859619141"
普宁寺,5.429118355370544,"117.95366668701,41.016033172607"
吉萨金字塔,5.428558580240373,"31.132643732072,29.976049145019"
贺兰山岩画,5.427757650743404,"106.012964,38.737339"
大珠山风景区,5.423403328916651,"120.006535,35.796907"
南长涂沙滩,5.390721789327202,"122.481349,30.702623"
栾川重渡沟风景区,5.387676147248849,"111.71674101227,33.933060774597"
武汉长江二桥,5.3620483183624925,"114.310797,30.607677"
波隆纳鲁沃古城,5.342635733522586,"81.000669618385,7.9425708558442"
狮子岩,5.342635733522586,"80.760019105896,7.9567693951582"
湖南电视,5.314102608409677,"113.040312,28.237058"
玉皇顶,5.311895124901302,"117.114816,36.239058"
白水村,5.305570954723974,"119.17199707031,28.747976303101"
莫愁湖公园,5.2278016741605144,"118.76228654384,32.035341093503"
奥林匹克公园,5.2072786250634095,"119.5232181549,39.836544773199"
卢忠肃公祠,5.197476098821541,"119.82209615409,31.362818255011"
宇治川,5.145164068849802,"135.80768,34.889297"
大同火山群,5.125820194501699,"113.646387,40.103426"
怀远门,5.10663967050733,"123.455601,41.798452"
火花海,5.098112939682525,"103.901127,33.200687"
北京野生动物园,5.083968143836555,"116.32606,39.49677"
石跳桥,5.051064984101823,"111.21076238052,24.247518238958"
马罗尼埃公园,5.038451668528127,"126.99215,37.579254"
嵩阳书院,5.032102845340115,"113.03365325928,34.479267120361"
湘江风光带,5.0,"112.973759,28.19055"
海舌生态公园,5.0,"100.15731,25.859984"
巴芳寺,5.0,"103.85617,13.443887"
仰口风景游览区,5.0,"120.658851,36.230354"
西湖音乐喷泉,5.0,"120.151195,30.258096"
苏州枫桥景区,5.0,"120.56713490276,31.309832060429"
北村韩屋村,5.0,"126.98185,37.58276"
庐山如琴湖,5.0,"115.970239,29.563303"
庐山悬索桥,5.0,"116.04223251343,29.579478583951"
清溪川,4.99999999993056,"126.97692,37.57581"
梨泰院,4.99999999993056,"126.986877,37.534574"
三宝树,4.9997887080823835,"115.962717,29.562492"
大天池,4.9997887080823835,"115.955134,29.556849"
乌龙潭,4.9997887080823835,"115.955134,29.556849"
天池塔,4.9997887080823835,"115.955134,29.556849"
仙人洞,4.9997887080823835,"115.968659,29.565694"
沈家门渔港,4.999374791752065,"122.309742,29.94201"
鹞子翻身,4.998196333680311,"110.088021,34.478528"
城隍庙,4.964583784516071,"120.625454,31.310317"
崇圣寺,4.948766813663508,"100.150502,25.702018"
昌德宫,4.919029360694983,"126.98358,37.582752"
苏景园,4.913791615480611,"107.01898768221,33.068266495495"
麦理浩径,4.909625573729967,"114.322894,22.400376"
带龙桥,4.902115673393556,"111.21076177852,24.247519473278"
鼓楼,4.877735554523147,"117.183924,39.132905"
九曲溪,4.854471318885038,"117.91572570801,27.644132614136"
哪吒庙,4.850322054156488,"113.547177,22.194159"
蓝月谷,4.849830588178771,"100.24468546933,27.125832513966"
豫园,4.81785733565062,"121.492508,31.225715"
袁林,4.806988597913825,"114.32987252426,36.117740783125"
清真大寺,4.745421332130079,"111.655016,40.808906"
烟馆,4.670670462921656,"105.580502,32.836472"
忠烈祠,4.65329676538283,"121.52613687056,25.078305545587"
马穆迪岛,4.620498001710971,"115.999271,5.973607"
涉地可支,4.6159004650818805,"126.93000030518,33.423900604248"
大理学院,4.615721226917582,"100.149052,25.679976"
皇家浴池,4.605500001677517,"103.89851,13.429964"
北山村,4.6018470467697306,"118.669117,29.958801"
张公洞,4.5975985306462555,"119.783392,31.246151"
启园,4.5748837720313755,"120.40137481689,31.083660125732"
霞山步行街,4.569675677080441,"110.387707,21.18815"
汉口江滩,4.558190987578444,"114.32199859619,30.604900360107"
地狱谷,4.553847961031936,"141.14557,42.496773"
骆山公园,4.548119245972832,"126.99215,37.579254"
上野,4.537613204493163,"139.7733,35.713753"
津湾大剧院,4.501455746448421,"117.209593,39.131492"
太平天国忠王府,4.5,"120.627639,31.322984"
大明宫国家遗址公园,4.5,"108.965833,34.289344"
油麻地警署,4.5,"114.175648,22.310265"
百山祖景区,4.5,"119.212686,27.765288"
沱江,4.5,"109.70342254639,28.048040390015"
时间廊,4.5,"114.16826063558,22.324740644076"
仙女溪,4.5,"108.2807752037,10.938895610159"
圣母殿,4.5,"112.44279942146,37.698656288052"
滇池风景区,4.5,"102.65913,24.960475"
多依树梯田,4.5,"102.7951032334,23.1194052953"
德国监狱旧址博物馆,4.5,"120.331549,36.066448"
中央邮局/西贡邮局,4.5,"106.698993,10.779791"
龙树坝梯田,4.5,"102.74763393402,23.156622543392"
学政考棚,4.5,"102.823858,23.611781"
婆那加占婆塔,4.5,"109.20625,12.272531"
东门步行街,4.5,"114.12274959564,22.549395721346"
三清山风景名胜区,4.5,"118.07035923004,28.896232601244"
麻城龟峰山风景区,4.5,"115.254633,31.070273"
宝莲寺,4.5,"113.909849,22.250946"
百寿花厅,4.5,"117.79100036621,29.33629989624"
尖沙咀钟楼,4.5,"114.17301177978,22.2930672415"
天籁·蝴蝶泉,4.5,"110.490766,24.735267"
大叻狂热之家酒店,4.5,"108.4293,11.93555"
东江湖风景旅游区,4.5,"113.261094,25.935066"
保大皇行宫(白宫),4.5,"107.07878,10.358226"
城隍阁,4.5,"120.1754898982,30.239656697703"
渣滓洞,4.5,"106.43300884656,29.576691954964"
山顶凌霄阁,4.5,"114.154771,22.268594"
涉地岬,4.5,"126.93000030518,33.423900604248"
托玛侬神庙,4.5,"103.88249,13.444522"
山西博物院,4.5,"112.528539,37.857085"
大叻旧火车站,4.5,"108.44054,11.939744"
郴州小东江,4.5,"113.261094,25.935066"
上海杜莎夫人蜡像馆,4.5,"121.479765,31.235991"
月牙湾公园,4.5,"120.716163,37.986585"
汉阳江滩公园,4.5,"114.259126,30.545401"
青岛葡萄酒博物馆(延安一路),4.5,"120.347158,36.079098"
新加坡动物园,4.5,"103.79301,1.404386"
三亚南山海上观音,4.5,"109.20757901166,18.291477089988"
亚龙湾热带天堂森林公园,4.5,"109.6246449,18.2494513"
黄埔古港遗址,4.5,"113.397641,23.092441"
鼓浪屿钢琴博物馆,4.5,"118.069495,24.439419"
南官房胡同,4.5,"116.386301,39.937195"
钟鼓楼,4.5,"116.395628,39.939299"
鼓楼大街,4.5,"116.385311,39.941836"
塞维利亚大教堂,4.5,"-5.9926131169536,37.386178975293"
塞维利亚西班牙广场,4.5,"-5.9910439262504,37.38380030317"
鸡鸣寺樱花道,4.5,"118.79515989125,32.060857250176"
老虎嘴梯田(阿勐控梯田),4.5,"102.7564,23.069521"
武夷山风景区,4.5,"117.973128,27.64289"
梵宫,4.5,"120.10550097224,31.421525844495"
阅马场,4.5,"114.30965406879,30.552058363767"
裕廊飞禽公园,4.5,"103.7055463,1.3388402"
S.E.A. 海洋馆,4.5,"103.820384,1.256646"
澳门邮政局大楼,4.5,"113.540861,22.197685"
峨眉山金顶,4.5,"103.339433,29.520241"
无锡樱花谷,4.5,"120.226715,31.523226"
台北故宫博物院,4.5,"121.54866401166,25.101991347906"
坝达景区,4.5,"102.774733,23.120904"
箐口民俗村,4.5,"102.7455346725,23.1161299086"
万佛湖风景区,4.499999999999948,"116.7750020059,31.3068501806"
五华楼,4.499999999999893,"100.16197338092,25.689275030498"
防洪纪念塔,4.4999999999987805,"126.61789,45.777872"
圣·索菲亚大教堂,4.4999999999987805,"126.627341,45.770175"
太阳岛公园,4.4999999999987805,"126.600796,45.786322"
色季拉国家森林公园,4.49999999999868,"94.493984,29.5765"
血盟纪念碑,4.499999999998068,"123.87392,9.633777"
LOBOC教堂,4.499999999998068,"124.03109894579,9.6318857772992"
洛博克河,4.499999999998068,"124.03117,9.636038"
蝴蝶园,4.499999999998068,"123.864666,10.290878"
遂昌南尖岩景区,4.499999999996704,"119.08881378174,28.363798141479"
草海自然保护区,4.49999999998541,"104.240126,26.845101"
翡翠岛,4.499999999960688,"98.3033,7.758917"
珊瑚岛,4.499999999960688,"98.38225,7.74467"
攀牙湾,4.499999999960688,"98.457745061516,8.3065616293451"
神秘组织办公室,4.49999999995658,"116.467652,39.90011"
卓尔山,4.49999999995658,"100.253227,38.177291"
