id,name,score
5af99fb2200d145b3615a006,回民街,309.4184292945692
5afa545d200d145b36161832,鼓浪屿,259.44106085495844
5afa5186200d145b36160f98,陕西历史博物馆,199.44520110648514
5afa530e200d145b361613b2,华山,181.58803532459726
5afa3773200d145b3615fdb4,拙政园,178.77823221067143
5af99fb2200d145b3615a004,鼓楼,167.0371988793796
5afa3773200d145b3615fdc3,虎丘,162.84747172917162
5afa524d200d145b3616119d,瘦西湖,159.81239049588058
5afa3773200d145b3615fdc1,苏州博物馆,153.1481406785892
5afa52f4200d145b3616133d,龙门石窟,151.22832377422566
5afa4011200d145b361603f7,解放碑,146.5118169583099
5afa5274200d145b36161270,黄鹤楼,136.3384896241551
5afa545d200d145b3616183b,厦门大学,135.52178300084634
5af99f84200d145b36159f68,晓起,130.7596003707958
5afa5184200d145b36160f61,古德寺,127.6158392132279
5afa545d200d145b3616182b,中山路,123.92323211106623
5afa5181200d145b36160f41,秦始皇兵马俑博物馆,121.25287021621193
5afa3773200d145b3615fdb6,狮子林,118.88453683600376
5afa5e16200d145b361638de,栈桥,113.50845637514938
5afa5a0c200d145b36162c34,田子坊,109.33217898396364
5afa5868200d145b3616270f,江岭,109.3177731209193
5afa5340200d145b36161456,骊山,107.37850484817206
5afa3775200d145b3615fddf,故宫,106.27396413697659
5afa4011200d145b361603fb,洪崖洞,105.49469610875609
5afa3775200d145b3615fddd,天安门广场,105.00283983047753
5afa55db200d145b36161d9f,大唐芙蓉园,102.6599512240397
5afa53bb200d145b361616a1,大明寺,99.4645768376453
5afa518e200d145b36161016,杜甫草堂,97.73557338802955
5afa525f200d145b3616121d,北海公园,94.9390573419758
5afa598d200d145b36162a1d,平江路,89.77153433243986
5af99fb2200d145b3615a009,西安城墙,86.78291469414208
5afa5274200d145b3616126c,武汉大学,86.74703177747568
5afa5181200d145b36160f37,钟楼,86.4351399727762
5afa36ff200d145b3615fd38,西海大峡谷,85.67611158610949
5afa562d200d145b36162058,南普陀寺,84.62385351787655
5afa555f200d145b36161c3e,寒山寺,84.34742781298662
5afa5a04200d145b36162c15,湖南大学,84.10635231204616
5afa503e200d145b36160bc8,西湖,83.01059438171792
5afa5b50200d145b3616304c,留园,82.84909931880918
5afa5186200d145b36160f8c,陕西历史博物馆,81.80455107578112
5afa5181200d145b36160f3b,青龙寺,75.29981367302042
5afa5186200d145b36160f92,秦始皇陵,71.54377634260945
5afa5249200d145b36161164,万峰林,71.41157249819409
5afa3775200d145b3615fde1,景山公园,71.06014080606805
5afa5e43200d145b36163974,菽庄花园,69.71639187344812
5afa5868200d145b36162713,汪口,68.03666756747134
5afa597d200d145b361629d9,泰山,67.44149696758794
5afa530e200d145b361613d2,华清宫,65.96271164552546
5afa5ca1200d145b361634ec,外滩,65.34408572659933
5afa5868200d145b3616270b,篁岭,64.87219887744469
5afa6fb1200d145b3619ddb6,山顶缆车,64.25038638443473
5afa555f200d145b36161c3b,七里山塘,64.13725687417327
5afa5eaf200d145b36163af6,彩虹桥,63.97723907883954
5afa54ce200d145b3616195b,梦幻谷,61.23544952022976
5afa5184200d145b36160f76,武汉长江大桥,60.63965867244325
5afa5eaf200d145b36163afc,卧龙谷,60.63149205449236
5afa5d48200d145b36163615,西街,59.25741851581314
5afa5186200d145b36160f9b,大雁塔北广场,58.72650397971882
5afa36ff200d145b3615fd3a,步仙桥,58.58378068619039
5afa54de200d145b361619a7,武侯祠,56.8780946774
5afa5fc6200d145b36163f83,天堂寨,56.79263444404578
5afa53bb200d145b361616a3,何园,55.733255068455975
5afa53bb200d145b3616169e,个园,54.67225972730975
5afa7236200d145b3619f8f8,愉景湾,53.90166472379109
5afa545d200d145b3616183e,芙蓉隧道,53.092243342387235
5afa7236200d145b3619f8ff,海港城,52.62962645009232
5afa5501200d145b36161a40,洛阳博物馆,52.5746885646609
5afa5e40200d145b36163943,南锣鼓巷,52.4971134944137
5afa54d4200d145b3616197f,云冈石窟,51.95170565516601
5afa5638200d145b361620c5,少林寺,51.75613911845274
5afa5283200d145b361612aa,五大道,51.63752186463182
5afa6001200d145b36164028,日光岩,50.858439390114135
5afa5269200d145b36161252,都江堰,49.43678210237125
5afa7235200d145b3619f8ea,天坛大佛,49.05517444532179
5afa5a0c200d145b36162c2e,城隍庙,48.841382713086084
5afa5b9a200d145b3616317c,景福宫,48.631903700011094
5afa5b7c200d145b36163118,恭王府,47.85098120782758
5afa5582200d145b36161c96,星光大道,47.27063999482335
5afa5988200d145b36162a07,天脊龙门,46.63883866986661
5afa5501200d145b36161a39,丽景门,46.39821496625068
5afa545d200d145b36161843,环岛路,46.13050874931167
5afa5665200d145b361621dd,曾厝垵,46.08781783507166
5afa503e200d145b36160bda,杭州西湖,45.979450847619965
5afa5184200d145b36160f69,九溪烟树,45.228339032580564
5afa552b200d145b36161b2f,东湖,45.102247741326586
5afa3701200d145b3615fd42,鼋头渚,45.075520945030966
5afa5186200d145b36160fdc,八大关景区,45.02019455290149
5afa6ef5200d145b36199ba9,草海,44.781384233735984
5afa5ad5200d145b36162e6e,洱海,44.6676272199327
5afa5167200d145b36160eb6,大三巴牌坊,44.0488547873603
5afa59bc200d145b36162aa8,女王宫,43.71907672238901
5afa5184200d145b36160f67,太子湾公园,43.186665838642476
5afa36ff200d145b3615fd36,鳌鱼峰,42.919175970417655
5afa5186200d145b36160fd8,小青岛,42.91322508094128
5afa5f62200d145b36163e28,古北水镇,42.570914426126976
5afa3773200d145b3615fdbb,金鸡湖,42.38583182205543
5afa5ad2200d145b36162e5e,李坑,42.1156635355306
